id,mag_j,merr_j,type,per,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,mag_v,merr_v,mag_b,merr_b,resid_m4_b,resid_m4_v,resid_m4_j,resid_m4_h,resid_m4_k,resid_m4_3,resid_m4_4
35.0,13.606,0.06,1.0,0.386841,13.478,0.146,13.343,0.064,,,,,14.574000000000002,0.161,14.92,0.23199999999999998,,,,,,,
36.0,13.537,0.055,1.0,0.379846,13.357999999999999,0.055999999999999994,13.293,0.053,,,,,,,,,,,,,,,
38.0,13.231,0.065,0.0,0.779061,12.955,0.061,12.812999999999999,0.035,,,,,14.493,0.18100000000000002,15.043,0.273,,,,,,,
39.0,13.568,0.055999999999999994,1.0,0.393374,13.425,0.075,13.311,0.038,,,,,14.58,0.16699999999999998,14.949000000000002,0.239,,,,,,,
40.0,13.436,0.155,0.0,0.6340720000000001,13.204,0.106,13.151,0.07,13.040999999999999,0.096,13.385,0.10300000000000001,14.565999999999999,0.319,15.046,0.43799999999999994,0.03460869565325453,0.03231818181818191,-0.03942010716613531,-0.0727934345509258,-0.08286784111468926,0.39766968721822415,-0.2877145733230968
41.0,13.107999999999999,0.1,0.0,0.662942,12.515,0.092,12.505,0.079,,,,,14.571,0.282,15.044,0.371,,,,,,,
44.0,13.655,0.107,0.0,0.567545,13.405,0.099,13.354000000000001,0.075,14.677,0.061,13.147,0.09699999999999999,14.769,0.27899999999999997,15.293,0.408,-0.21239130434674536,-0.17068181818181927,-0.163058187080102,-0.16601183986509405,-0.17640140685136885,-1.1242426042487637,0.0636510611052774
45.0,13.453,0.145,0.0,0.589116,13.177,0.11800000000000001,13.140999999999998,0.126,,,,,14.569,0.301,15.102,0.495,,,,,,,
46.0,13.34,0.096,0.0,0.686971,13.030999999999999,0.066,12.999,0.115,,,,,14.532,0.265,15.03,0.385,,,,,,,
47.0,13.363,0.049,1.0,0.485303,13.19,0.069,13.144,0.018000000000000002,13.107000000000001,0.034,13.065999999999999,0.034,14.353,0.138,,,,,,,,,
49.0,13.515,0.11599999999999999,0.0,0.604627,13.175,0.1,13.183,0.095,,,,,,,,,,,,,,,
50.0,13.622,0.08,1.0,0.386172,13.383,0.07,13.349,0.064,,,,,14.644,0.16399999999999998,15.025,0.24,,,,,,,
51.0,13.617,0.136,0.0,0.574152,13.377,0.09,13.292,0.11800000000000001,,,,,14.612,0.344,15.097999999999999,0.494,,,,,,,
52.0,12.907,0.1,0.0,0.6603859999999999,12.725999999999999,0.12,12.642999999999999,0.081,,,,,13.773,0.151,14.135,0.20199999999999999,,,,,,,
54.0,13.242,0.09699999999999999,0.0,0.772915,12.936,0.12300000000000001,12.907,0.07,,,,,14.436,0.196,14.953,0.292,,,,,,,
56.0,13.675999999999998,0.146,0.0,0.568023,13.360999999999999,0.12300000000000001,13.352,0.10300000000000001,,,,,14.786,0.27899999999999997,,,,,,,,,
57.0,13.215,0.07400000000000001,0.0,0.794402,12.940999999999999,0.09,12.864,0.057,,,,,14.485,0.177,15.011,0.231,,,,,,,
58.0,13.63,0.017,1.0,0.36988,13.475,0.031,13.418,0.040999999999999995,13.345999999999998,0.016,13.302999999999999,0.011000000000000001,14.478,0.095,14.797,0.136,0.13336000000075288,0.11494736842106867,-0.060695770830799134,-0.13924051936617943,-0.10523156179465509,0.0017864612483027287,-0.11886776972974289
59.0,13.655,0.127,0.0,0.518506,13.418,0.059000000000000004,13.355,0.086,13.25,0.062,13.417,0.075,14.759,0.22399999999999998,15.274000000000001,0.335,-0.193391304346747,-0.16068181818181948,-0.0853108395482689,-0.09113889129176123,-0.08815483022976878,0.39577163787664915,-0.11392339450427968
62.0,13.394,0.111,0.0,0.6197699999999999,13.072000000000001,0.131,13.064,0.094,13.2,0.23399999999999999,12.856,0.04,14.517999999999999,0.312,14.967,0.45299999999999996,0.11360869565325338,0.08031818181818196,0.02220769080654783,0.08139063393006118,0.02666300824920853,0.26215170700381485,0.2646188260841065
63.0,13.203,0.078,0.0,0.825943,12.834000000000001,0.055,12.832,0.079,,,,,,,,,,,,,,,
64.0,13.662,0.071,1.0,0.344497,13.429,0.061,13.389000000000001,0.028999999999999998,,,,,14.569,0.17800000000000002,14.927,0.244,,,,,,,
66.0,13.552,0.062,1.0,0.407266,13.328,0.063,13.26,0.026000000000000002,,,,,14.495999999999999,0.127,14.875,0.19399999999999998,,,,,,,
67.0,13.619000000000002,0.13699999999999998,0.0,0.564451,13.377,0.07200000000000001,13.300999999999998,0.079,,,,,14.719000000000001,0.29600000000000004,,,,,,,,,
68.0,13.232999999999999,0.054000000000000006,1.0,0.534609,13.002,0.075,12.972999999999999,0.035,,,,,14.247,0.122,14.68,0.183,,,,,,,
69.0,,,0.0,0.635221,,,13.067,0.055999999999999994,,,,,,,,,,,,,,,
70.0,13.517000000000001,0.055,1.0,0.390687,13.297,0.043,13.254000000000001,0.02,,,,,14.565999999999999,0.149,14.942,0.157,,,,,,,
71.0,13.604000000000001,0.076,1.0,0.35754400000000003,13.331,0.045,13.354000000000001,0.040999999999999995,13.502,0.081,13.106,0.098,14.544,0.159,14.923,0.223,0.0073600000007534305,0.04894736842106795,0.001558092544890144,0.04447521231234752,-0.0012212030265263962,-0.11505759854341768,0.12201693526667157
72.0,13.542,0.066,1.0,0.384522,13.307,0.053,13.292,0.044000000000000004,,,,,,,,,,,,,,,
73.0,13.522,0.128,0.0,0.5752149999999999,13.245,0.10400000000000001,13.216,0.07,,,,,,,,,,,,,,,
74.0,13.626,0.125,0.0,0.503209,13.484000000000002,0.154,13.322000000000001,0.092,,,,,14.686,0.34700000000000003,15.057,0.508,,,,,,,
75.0,13.413,0.065,1.0,0.422174,13.181,0.061,13.145999999999999,0.040999999999999995,,,,,14.484000000000002,0.139,14.864,0.191,,,,,,,
76.0,13.654000000000002,0.062,1.0,0.337962,13.508,0.091,13.439,0.027999999999999997,,,,,14.523,0.135,14.87,0.195,,,,,,,
77.0,13.456,0.057999999999999996,1.0,0.426294,13.224,0.077,13.199000000000002,0.062,,,,,14.578,0.14400000000000002,14.959000000000001,0.203,,,,,,,
79.0,13.488,0.17800000000000002,0.0,0.608276,13.187000000000001,0.121,13.119000000000002,0.091,,,,,,,,,,,,,,,
81.0,13.549000000000001,0.055,1.0,0.389392,13.327,0.048,13.255,0.04,,,,,14.62,0.158,15.085999999999999,0.244,,,,,,,
82.0,13.582,0.062,1.0,0.335758,13.335999999999999,0.05,13.305,0.009000000000000001,15.755999999999998,0.032,13.805,0.12300000000000001,14.571,0.145,14.954,0.20199999999999999,-0.023639999999247152,0.021947368421068703,0.09075108369866847,0.11308443789162048,0.12193408505704362,-2.296485891722309,-0.4956470547182512
83.0,13.609000000000002,0.069,1.0,0.356612,13.45,0.095,13.362,0.032,,,,,14.597999999999999,0.17300000000000001,14.943,0.253,,,,,,,
84.0,,,0.0,0.579873,12.792,0.092,12.752,0.107,,,,,,,,,,,,,,,
85.0,13.333,0.10099999999999999,0.0,0.742758,,,,,,,,,,,,,,,,,,,
86.0,13.388,0.124,0.0,0.647844,13.128,0.159,13.043,0.092,16.137,0.16399999999999998,12.804,0.073,14.577,0.287,15.045,0.424,0.035608695653253974,0.021318181818180904,-0.009906532360885123,-0.017687480997691907,0.0039114971524174535,-2.7204468335851892,0.27130888385326024
87.0,13.392999999999999,0.059000000000000004,1.0,0.396488,13.026,0.076,13.117,0.066,,,,,14.604000000000001,0.16399999999999998,15.035,0.22899999999999998,,,,,,,
88.0,12.709000000000001,0.046,0.0,0.690211,12.35,0.115,12.124,0.106,,,,,14.53,0.248,14.975,0.314,,,,,,,
89.0,13.76,0.085,1.0,0.37511,13.642000000000001,0.063,13.435,0.037000000000000005,,,,,14.615,0.102,15.013,0.24,,,,,,,
90.0,13.535,0.125,0.0,0.603404,13.177999999999999,0.259,13.152000000000001,0.107,,,,,14.569,0.326,15.097000000000001,0.49200000000000005,,,,,,,
91.0,13.06,0.033,0.0,0.895225,12.834000000000001,0.17600000000000002,12.762,0.09699999999999999,,,,,14.356,0.184,14.902999999999999,0.264,,,,,,,
94.0,14.032,0.026000000000000002,1.0,0.253936,13.895999999999999,0.045,13.877,0.028999999999999998,13.857000000000001,0.02,13.792,0.028999999999999998,14.767999999999999,0.091,15.069,0.122,-0.13863999999924737,-0.17505263157893047,-0.06072446060171899,-0.11988511409287739,-0.12060942502822947,-0.07506492331533643,-0.12128811382871696
95.0,13.504000000000001,0.075,1.0,0.405067,13.26,0.039,13.245,0.048,,,,,14.569,0.15,14.948,0.213,,,,,,,
96.0,,,0.0,0.624527,,,,,,,,,14.375,0.256,15.011,0.435,,,,,,,
97.0,13.353,0.11800000000000001,0.0,0.6918979999999999,13.142000000000001,0.079,13.027999999999999,0.075,12.978,0.075,12.725,0.09300000000000001,14.56,0.257,15.014000000000001,0.375,0.06660869565325278,0.038318181818180364,-0.031506939959923486,-0.09565937025273819,-0.04606039930402339,0.37083839306311006,0.28302268501644434
98.0,13.877,0.105,1.0,0.280566,13.68,0.067,13.673,0.027999999999999997,14.110999999999999,0.054000000000000006,13.037,0.066,14.795,0.16899999999999998,15.177999999999999,0.25,-0.24763999999924557,-0.2020526315789315,-0.01231225624087351,-0.020650939791032386,-0.03424146605055434,-0.4441849398975659,0.5046891136361165
99.0,13.152000000000001,0.165,0.0,0.766181,12.729000000000001,0.124,12.710999999999999,0.039,13.452,0.157,12.697000000000001,0.09699999999999999,14.292,0.32299999999999995,14.79,0.44299999999999995,0.29060869565325476,0.30631818181818105,0.08175595124464685,0.21817688083612197,0.1702257261877449,-0.20812725451143166,0.20672137698351278
100.0,13.549000000000001,0.105,0.0,0.5527449999999999,13.187000000000001,0.11699999999999999,13.175999999999998,0.113,12.937999999999999,0.262,12.977,0.21899999999999997,14.831,0.315,15.470999999999998,0.513,,,,,,,
101.0,13.683,0.047,1.0,0.340946,13.502,0.046,13.427999999999999,0.025,,,,,14.617,0.14800000000000002,14.994000000000002,0.205,,,,,,,
102.0,13.345999999999998,0.111,0.0,0.691396,13.100999999999999,0.075,13.009,0.065,13.002,0.11900000000000001,13.078,0.1,14.589,0.275,15.055,0.37200000000000005,0.025608695653254188,0.009318181818180449,-0.023882503827007184,-0.05395360927262871,-0.026343605883404564,0.347585446891987,-0.06923498934346739
103.0,13.622,0.047,1.0,0.328852,13.41,0.109,13.409,0.045,12.960999999999999,0.013999999999999999,13.02,0.022000000000000002,,,14.873,0.124,0.05736000000075414,,0.07296377876466664,0.06341821517643353,0.04244837997750217,0.5225049020547825,0.3162410471109265
104.0,13.626,0.322,0.0,0.866524,13.337,0.557,13.152999999999999,0.35600000000000004,,,,,14.520999999999999,0.12,15.064,0.162,,,,,,,
105.0,13.787,0.063,1.0,0.335328,13.607999999999999,0.039,13.53,0.039,,,,,14.76,0.174,15.135,0.215,,,,,,,
106.0,13.472000000000001,0.157,0.0,0.5699029999999999,13.248,0.152,13.204,0.092,13.309000000000001,0.057999999999999996,13.126,0.079,14.562999999999999,0.32799999999999996,14.991,0.377,0.08960869565325424,0.035318181818182026,0.016374742739245107,-0.013043475470585264,-0.03049606489821244,0.2394898761509605,0.08041055112272666
107.0,13.685,0.11599999999999999,0.0,0.5141020000000001,13.408,0.047,13.418,0.168,13.649000000000001,0.33399999999999996,13.343,0.114,14.919,0.358,15.33,0.486,-0.24939130434674617,-0.3206818181818196,-0.10797223914070386,-0.0728445317195554,-0.14273081340654414,0.005551286016947543,-0.03119931375727525
108.0,13.392999999999999,0.13699999999999998,0.0,0.594458,12.958,0.17800000000000002,13.062000000000001,0.109,14.987,0.39,12.943,0.094,14.577,0.322,15.062000000000001,0.419,0.018608695653252738,0.021318181818180904,0.059082361409160455,0.23593752311696115,0.06984372553862528,-1.4819290757684271,0.2202664026964989
109.0,13.36,0.18,0.0,0.7440979999999999,13.128,0.153,12.982999999999999,0.068,,,,,14.48,0.276,14.946,0.405,,,,,,,
110.0,13.780999999999999,0.062,1.0,0.33210700000000004,13.664000000000001,0.11800000000000001,13.588,0.036000000000000004,,,,,14.630999999999998,0.182,14.982999999999999,0.255,,,,,,,
111.0,13.279000000000002,0.122,0.0,0.762905,12.940999999999999,0.172,12.898,0.068,,,,,14.405,0.18600000000000003,14.921,0.251,,,,,,,
112.0,13.667,0.11599999999999999,0.0,0.474359,13.41,0.061,13.425,0.113,,,,,14.527000000000001,0.28800000000000003,14.892000000000001,0.386,,,,,,,
113.0,13.517999999999999,0.13699999999999998,0.0,0.573375,13.308,0.162,13.245999999999999,0.115,,,,,14.613,0.33899999999999997,15.114,0.49200000000000005,,,,,,,
114.0,12.575999999999999,0.127,0.0,0.675307,12.378,0.19,12.017000000000001,0.126,13.196,0.34299999999999997,11.979000000000001,0.033,14.495,0.256,14.985999999999999,0.36200000000000004,0.09460869565325503,0.10331818181818164,0.7663744318754038,0.6919415341083397,0.9889094338880646,0.17782014533455204,1.053846324931735
115.0,13.414000000000001,0.063,0.0,0.630474,13.175999999999998,0.068,13.129000000000001,0.10300000000000001,14.389000000000001,0.083,16.436,0.07400000000000001,14.575,0.295,15.075,0.41700000000000004,0.005608695653254614,0.02331818181818157,-0.012524275451331945,-0.039259983157965195,-0.05524789092818594,-0.9444731087615423,-3.33289444021438
116.0,12.783,0.102,0.0,0.720133,12.325999999999999,0.184,12.117,0.11199999999999999,,,,,14.41,0.207,14.897,0.294,,,,,,,
117.0,13.501,0.054000000000000006,1.0,0.421641,13.274000000000001,0.032,13.220999999999998,0.040999999999999995,13.102,0.022000000000000002,12.950999999999999,0.032,,,14.905999999999999,0.215,0.024360000000754667,,-0.07168233767431076,-0.09159435285261353,-0.06272303499537912,0.0945941432190196,0.06368079482660605
118.0,13.334000000000001,0.107,0.0,0.611618,13.062000000000001,0.12,12.968,0.075,12.918,0.07400000000000001,12.98,0.10400000000000001,14.494000000000002,0.298,14.954,0.42700000000000005,0.12660869565325328,0.10431818181817931,0.09359901943887827,0.10426553792187931,0.13573917246421274,0.5577798992595593,0.15416076395848322
119.0,13.857999999999999,0.045,1.0,0.30587600000000004,13.774000000000001,0.053,13.642999999999999,0.03,14.185,0.059000000000000004,13.380999999999998,0.021,14.692,0.109,15.0,0.149,-0.06963999999924653,-0.09905263157893174,-0.08562525636376961,-0.21577887491144487,-0.10611960840479462,-0.6178874812736996,0.04894574615700087
120.0,13.520999999999999,0.126,0.0,0.5485369999999999,13.097000000000001,0.111,13.159,0.057999999999999996,12.95,0.069,12.915,0.069,14.798,0.28,15.277999999999999,0.415,-0.1973913043467448,-0.19968181818181918,0.0002494697007850988,0.17511276565353384,0.05224100179059832,0.6378200643886434,0.3304918141183961
121.0,13.739,0.043,1.0,0.304182,13.613,0.026000000000000002,13.539000000000001,0.033,13.414000000000001,0.018000000000000002,13.302,0.021,14.593,0.099,14.907,0.131,0.023360000000753445,-5.2631578931539025e-05,0.039310407737231046,-0.04827641639202085,0.0044310879374709344,0.1595233253823185,0.13513076986967043
122.0,13.372,0.105,0.0,0.634929,13.138,0.071,13.128,0.10800000000000001,13.044,0.084,12.994000000000002,0.091,,,15.072000000000001,0.43700000000000006,0.008608695653252951,,0.02341786185512973,-0.008106805253291327,-0.061201742399719095,0.3932794734778877,0.1019040117577088
123.0,13.442,0.045,1.0,0.474169,13.19,0.05,13.171,0.02,,,,,14.46,0.127,14.899000000000001,0.193,,,,,,,
124.0,13.675,0.078,1.0,0.33186,13.456,0.105,13.455,0.055,,,,,14.575999999999999,0.184,14.946,0.26899999999999996,,,,,,,
125.0,13.472999999999999,0.163,0.0,0.592888,13.193,0.083,13.165,0.114,,,,,,,,,,,,,,,
126.0,13.640999999999998,0.055999999999999994,1.0,0.341891,13.46,0.043,13.379000000000001,0.03,,,,,,,,,,,,,,,
127.0,,,1.0,0.305274,,,13.559000000000001,0.018000000000000002,,,,,,,,,,,,,,,
128.0,13.225,0.099,0.0,0.834988,12.963,0.107,12.831,0.08800000000000001,11.675,0.11,12.459000000000001,0.145,14.405999999999999,0.179,14.927999999999999,0.265,0.15260869565325486,0.19231818181818205,-0.0652321326358809,-0.09944720791122741,-0.03470557252216011,1.480355956595659,0.35676482093169604
130.0,13.752,0.18899999999999997,0.0,0.49325,13.6,0.21600000000000003,13.392000000000001,0.09300000000000001,,,,,,,,,,,,,,,
131.0,13.545,0.049,1.0,0.392252,13.366,0.055,13.252,0.055999999999999994,13.305,0.033,13.331,0.036000000000000004,,,14.890999999999998,0.20800000000000002,0.039360000000755235,,-0.03846189662288424,-0.09900015981130927,-0.008501288593237177,-0.025004015125272616,-0.22284513207619838
132.0,13.29,0.1,0.0,0.655656,13.142000000000001,0.12300000000000001,13.057,0.10400000000000001,,,,,14.479000000000001,0.267,14.925999999999998,0.368,,,,,,,
135.0,12.713,1.187,0.0,0.632579,,,10.55,1.1840000000000002,11.439,0.37799999999999995,9.714,0.201,,,14.939,0.41100000000000003,,,,,,,
136.0,13.515,0.055,1.0,0.391945,12.972999999999999,0.095,13.217,0.075,,,,,14.387,0.147,14.754000000000001,0.20800000000000002,,,,,,,
137.0,13.76,0.057999999999999996,1.0,0.33420500000000003,13.69,0.066,13.472999999999999,0.064,,,,,14.562000000000001,0.17300000000000001,14.933,0.258,,,,,,,
139.0,13.142000000000001,0.062,0.0,0.676871,12.898,0.07,12.759,0.08,,,,,14.384,0.24,,,,,,,,,
140.0,13.03,0.113,0.0,0.619849,12.493,0.28300000000000003,12.732999999999999,0.083,12.825999999999999,0.121,11.915999999999999,0.051,,,,,,,,,,,
141.0,13.345999999999998,0.102,0.0,0.6973630000000001,13.002,0.215,12.955,0.081,,,,,14.515,0.242,14.991,0.32799999999999996,,,,,,,
142.0,13.184000000000001,0.08,1.0,0.375848,12.619000000000002,0.057999999999999996,12.594000000000001,0.162,,,,,14.585999999999999,0.134,15.065999999999999,0.18600000000000003,,,,,,,
143.0,13.144,0.163,0.0,0.820734,11.943,0.184,12.147,0.127,,,,,14.417,0.185,,,,,,,,,
144.0,13.181,0.027000000000000003,0.0,0.8353200000000001,12.963,0.045,12.84,0.061,,,,,14.41,0.141,14.959000000000001,0.21899999999999997,,,,,,,
145.0,13.482999999999999,0.085,1.0,0.373214,13.130999999999998,0.066,13.19,0.075,,,,,,,14.947000000000001,0.2,,,,,,,
146.0,13.492,0.121,0.0,0.633092,13.215,0.695,13.119000000000002,0.161,,,,,14.515,0.298,15.081,0.45799999999999996,,,,,,,
147.0,13.417,0.052000000000000005,1.0,0.422699,13.099,0.105,13.095,0.039,11.397,0.012,12.59,0.05,,,14.833,0.166,0.09736000000075329,,0.009639145051718145,0.08047135922758741,0.06032090937028123,1.796701213956844,0.4214384937460842
149.0,13.331,0.12300000000000001,0.0,0.682728,13.0,0.13,12.992,0.094,,,,,,,,,,,,,,,
150.0,13.105,0.086,0.0,0.899302,12.796,0.079,12.758,0.13699999999999998,,,,,14.311,0.251,14.788,0.308,,,,,,,
151.0,13.499,0.039,0.0,0.407784,13.283,0.040999999999999995,13.235999999999999,0.035,,,,,,,,,,,,,,,
153.0,13.671,0.079,1.0,0.386245,13.610999999999999,0.111,13.412,0.038,,,,,14.589,0.155,15.023,0.204,,,,,,,
154.0,13.629000000000001,0.034,1.0,0.32234,13.46,0.084,13.414000000000001,0.055999999999999994,,,,,14.538,0.049,14.857999999999999,0.066,,,,,,,
155.0,13.308,0.044000000000000004,1.0,0.413925,12.902000000000001,0.134,13.012,0.078,,,,,14.525,0.146,14.958,0.201,,,,,,,
156.0,13.469000000000001,0.069,1.0,0.359067,13.152000000000001,0.06,13.217,0.033,,,,,,,14.947000000000001,0.184,,,,,,,
157.0,13.610999999999999,0.083,1.0,0.4064,13.668,0.171,13.427999999999999,0.073,,,,,14.589,0.149,15.01,0.20800000000000002,,,,,,,
158.0,13.663,0.085,1.0,0.3672760000000001,13.398,0.14,13.45,0.045,13.027000000000001,0.027999999999999997,12.984000000000002,0.047,,,14.899000000000001,0.174,0.031360000000752564,,-0.0861446868176099,-0.05396838507135726,-0.12889806151841832,0.3289420001784329,0.20927269320210762
163.0,13.743,0.040999999999999995,1.0,0.313229,13.52,0.035,13.527000000000001,0.038,,,,,14.557,0.078,14.88,0.111,,,,,,,
165.0,13.677999999999999,0.141,0.0,0.500765,13.507,0.113,13.388,0.14400000000000002,,,,,14.684000000000001,0.315,15.200999999999999,0.484,,,,,,,
166.0,13.565,0.023,1.0,0.340173,13.293,0.115,13.345999999999998,0.062,,,,,14.499,0.064,14.937999999999999,0.1,,,,,,,
168.0,14.202,0.07400000000000001,1.0,0.321299,14.014000000000001,0.075,13.972999999999999,0.057,,,,,15.145999999999999,0.16399999999999998,15.515999999999998,0.242,,,,,,,
169.0,13.795,0.023,1.0,0.319116,13.72,0.055,13.603,0.039,13.737,0.031,13.995,0.068,14.642999999999999,0.077,14.922,0.11,0.008360000000752876,-0.05005263157893047,-0.06791547598470338,-0.21139384122515104,-0.11610263826682399,-0.21880312684559478,-0.6198773193654521
184.0,13.779000000000002,0.032,1.0,0.30337,13.614,0.025,13.539000000000001,0.018000000000000002,,,,,14.663,0.08,14.975999999999999,0.1,,,,,,,
185.0,13.694,0.028999999999999998,1.0,0.3332,13.548,0.078,13.504000000000001,0.03,13.498,0.027999999999999997,13.475,0.025,,,,,,,,,,,
261.0,13.434000000000001,0.012,1.0,0.402512,13.174000000000001,0.064,13.126,0.064,,,,,14.562000000000001,0.035,15.024000000000001,0.055999999999999994,,,,,,,
263.0,13.017999999999999,0.139,0.0,1.012158,12.953,0.321,12.692,0.228,,,,,14.306,0.076,14.885,0.105,,,,,,,
